session,root,symbol,expiry,settle,settle_flag,oi,volume
2025-06-04,DX,DX  FMN0025!,2025-07-03,98.305000000,1,,
2025-06-04,DX,DX  FMQ0025!,2025-08-08,98.305000000,1,,
2025-06-04,DX,DX  FMU0025!,2025-09-15,98.305000000,1,1614,
2025-06-04,DX,DX  FMZ0025!,2025-12-15,97.965000000,1,34,
2025-06-04,DX,DX  FMH0026!,2026-03-16,97.625000000,1,,
2025-06-05,DX,DX  FMM0025!,2025-06-16,98.704000000,1,28030,
2025-06-05,DX,DX  FMN0025!,2025-07-03,98.294000000,1,,
2025-06-05,DX,DX  FMQ0025!,2025-08-08,98.294000000,1,,
2025-06-05,DX,DX  FMU0025!,2025-09-15,98.294000000,1,2789,
2025-06-05,DX,DX  FMZ0025!,2025-12-15,97.954000000,1,34,
2025-06-05,DX,DX  FMH0026!,2026-03-16,97.614000000,1,,
2025-06-06,DX,DX  FMM0025!,2025-06-16,99.142000000,1,27731,
2025-06-06,DX,DX  FMN0025!,2025-07-03,98.742000000,1,,
2025-06-06,DX,DX  FMQ0025!,2025-08-08,98.742000000,1,,
2025-06-06,DX,DX  FMU0025!,2025-09-15,98.742000000,1,3441,
2025-06-06,DX,DX  FMZ0025!,2025-12-15,98.402000000,1,34,
2025-06-06,DX,DX  FMH0026!,2026-03-16,98.062000000,1,,
2025-06-09,DX,DX  FMM0025!,2025-06-16,98.906000000,1,22056,
2025-06-09,DX,DX  FMN0025!,2025-07-03,98.442000000,1,,
2025-06-09,DX,DX  FMQ0025!,2025-08-08,98.442000000,1,,
2025-06-09,DX,DX  FMU0025!,2025-09-15,98.442000000,1,9152,
2025-06-09,DX,DX  FMZ0025!,2025-12-15,98.102000000,1,34,
2025-06-09,DX,DX  FMH0026!,2026-03-16,97.762000000,1,,
2025-06-10,DX,DX  FMM0025!,2025-06-16,99.070000000,1,19818,
2025-06-10,DX,DX  FMN0025!,2025-07-03,98.615000000,1,,
2025-06-10,DX,DX  FMQ0025!,2025-08-08,98.615000000,1,,
2025-06-10,DX,DX  FMU0025!,2025-09-15,98.615000000,1,10807,
2025-06-10,DX,DX  FMZ0025!,2025-12-15,98.275000000,1,34,
2025-06-10,DX,DX  FMH0026!,2026-03-16,97.935000000,1,,
2025-06-11,DX,DX  FMM0025!,2025-06-16,98.604000000,1,16645,
2025-06-11,DX,DX  FMN0025!,2025-07-03,98.146000000,1,,
2025-06-11,DX,DX  FMQ0025!,2025-08-08,98.146000000,1,,
2025-06-11,DX,DX  FMU0025!,2025-09-15,98.146000000,1,17794,
2025-06-11,DX,DX  FMZ0025!,2025-12-15,97.806000000,1,36,
2025-06-11,DX,DX  FMH0026!,2026-03-16,97.466000000,1,,
2025-06-12,DX,DX  FMM0025!,2025-06-16,97.901000000,1,12249,
2025-06-12,DX,DX  FMN0025!,2025-07-03,97.449000000,1,,
2025-06-12,DX,DX  FMQ0025!,2025-08-08,97.449000000,1,,
2025-06-12,DX,DX  FMU0025!,2025-09-15,97.449000000,1,28307,
2025-06-12,DX,DX  FMZ0025!,2025-12-15,97.094000000,1,394,
2025-06-12,DX,DX  FMH0026!,2026-03-16,96.719000000,1,1,
2025-06-13,DX,DX  FMM0025!,2025-06-16,98.176000000,1,7560,
2025-06-13,DX,DX  FMN0025!,2025-07-03,97.745000000,1,,
2025-06-13,DX,DX  FMQ0025!,2025-08-08,97.745000000,1,,
2025-06-13,DX,DX  FMU0025!,2025-09-15,97.745000000,1,29235,
2025-06-13,DX,DX  FMZ0025!,2025-12-15,97.390000000,1,394,
2025-06-13,DX,DX  FMH0026!,2026-03-16,97.015000000,1,1,
2025-06-16,DX,DX  FMM0025!,2025-06-16,97.702000000,1,,
2025-06-16,DX,DX  FMN0025!,2025-07-03,97.552000000,1,,
2025-06-16,DX,DX  FMQ0025!,2025-08-08,97.552000000,1,,
2025-06-16,DX,DX  FMU0025!,2025-09-15,97.552000000,1,30961,
2025-06-16,DX,DX  FMZ0025!,2025-12-15,97.197000000,1,402,
2025-06-16,DX,DX  FMH0026!,2026-03-16,96.822000000,1,1,
2025-06-17,DX,DX  FMN0025!,2025-07-03,98.394000000,1,,
2025-06-17,DX,DX  FMQ0025!,2025-08-08,98.394000000,1,,
2025-06-17,DX,DX  FMU0025!,2025-09-15,98.394000000,1,30310,
2025-06-17,DX,DX  FMZ0025!,2025-12-15,98.039000000,1,410,
2025-06-17,DX,DX  FMH0026!,2026-03-16,97.664000000,1,1,
2025-06-18,DX,DX  FMN0025!,2025-07-03,98.468000000,1,,
2025-06-18,DX,DX  FMQ0025!,2025-08-08,98.468000000,1,,
2025-06-18,DX,DX  FMU0025!,2025-09-15,98.468000000,1,30013,
2025-06-18,DX,DX  FMZ0025!,2025-12-15,98.068000000,1,411,
2025-06-18,DX,DX  FMH0026!,2026-03-16,97.693000000,1,1,
2025-06-19,DX,DX  FMN0025!,2025-07-03,98.468000000,1,,
2025-06-19,DX,DX  FMQ0025!,2025-08-08,98.468000000,1,,
2025-06-19,DX,DX  FMU0025!,2025-09-15,98.468000000,1,30632,
2025-06-19,DX,DX  FMZ0025!,2025-12-15,98.068000000,1,427,
2025-06-19,DX,DX  FMH0026!,2026-03-16,97.693000000,1,1,
2025-06-20,DX,DX  FMN0025!,2025-07-03,98.282000000,1,,
2025-06-20,DX,DX  FMQ0025!,2025-08-08,98.282000000,1,,
2025-06-20,DX,DX  FMU0025!,2025-09-15,98.282000000,1,30595,
2025-06-20,DX,DX  FMZ0025!,2025-12-15,97.907000000,1,427,
2025-06-20,DX,DX  FMH0026!,2026-03-16,97.532000000,1,0,
2025-06-23,DX,DX  FMN0025!,2025-07-03,98.010000000,1,,
2025-06-23,DX,DX  FMQ0025!,2025-08-08,98.010000000,1,,
2025-06-23,DX,DX  FMU0025!,2025-09-15,98.010000000,1,30739,
2025-06-23,DX,DX  FMZ0025!,2025-12-15,97.650000000,1,459,
2025-06-23,DX,DX  FMH0026!,2026-03-16,97.275000000,1,0,
2025-06-24,DX,DX  FMN0025!,2025-07-03,97.450000000,1,,
2025-06-24,DX,DX  FMQ0025!,2025-08-08,97.450000000,1,,
2025-06-24,DX,DX  FMU0025!,2025-09-15,97.450000000,1,30757,
2025-06-24,DX,DX  FMZ0025!,2025-12-15,97.100000000,1,468,
2025-06-24,DX,DX  FMH0026!,2026-03-16,96.725000000,1,,
2025-06-25,DX,DX  FMN0025!,2025-07-03,97.273000000,1,,
2025-06-25,DX,DX  FMQ0025!,2025-08-08,97.273000000,1,,
2025-06-25,DX,DX  FMU0025!,2025-09-15,97.273000000,1,32227,
2025-06-25,DX,DX  FMZ0025!,2025-12-15,96.923000000,1,477,
2025-06-25,DX,DX  FMH0026!,2026-03-16,96.548000000,1,,
2025-06-26,DX,DX  FMN0025!,2025-07-03,96.762000000,1,,
2025-06-26,DX,DX  FMQ0025!,2025-08-08,96.762000000,1,,
2025-06-26,DX,DX  FMU0025!,2025-09-15,96.762000000,1,34299,
2025-06-26,DX,DX  FMZ0025!,2025-12-15,96.412000000,1,472,
2025-06-26,DX,DX  FMH0026!,2026-03-16,96.037000000,1,,
2025-06-27,DX,DX  FMN0025!,2025-07-03,97.031000000,1,,
2025-06-27,DX,DX  FMQ0025!,2025-08-08,97.031000000,1,,
2025-06-27,DX,DX  FMU0025!,2025-09-15,97.031000000,1,34370,
2025-06-27,DX,DX  FMZ0025!,2025-12-15,96.681000000,1,476,
2025-06-27,DX,DX  FMH0026!,2026-03-16,96.306000000,1,,
2025-06-30,DX,DX  FMN0025!,2025-07-03,96.493000000,1,,
2025-06-30,DX,DX  FMQ0025!,2025-08-08,96.493000000,1,,
2025-06-30,DX,DX  FMU0025!,2025-09-15,96.493000000,1,35673,
2025-06-30,DX,DX  FMZ0025!,2025-12-15,96.138000000,1,489,
2025-06-30,DX,DX  FMH0026!,2026-03-16,95.763000000,1,,
2025-07-01,DX,DX  FMN0025!,2025-07-03,96.467000000,1,,
2025-07-01,DX,DX  FMQ0025!,2025-08-08,96.467000000,1,,
2025-07-01,DX,DX  FMU0025!,2025-09-15,96.467000000,1,35790,
2025-07-01,DX,DX  FMZ0025!,2025-12-15,96.112000000,1,496,
2025-07-01,DX,DX  FMH0026!,2026-03-16,95.737000000,1,,
2025-07-01,DX,DX  FMM0026!,2026-06-15,95.387000000,1,,
2025-07-02,DX,DX  FMN0025!,2025-07-03,96.429000000,1,,
2025-07-02,DX,DX  FMQ0025!,2025-08-08,96.429000000,1,,
2025-07-02,DX,DX  FMU0025!,2025-09-15,96.429000000,1,36819,
2025-07-02,DX,DX  FMZ0025!,2025-12-15,96.074000000,1,504,
2025-07-02,DX,DX  FMH0026!,2026-03-16,95.699000000,1,,
2025-07-02,DX,DX  FMM0026!,2026-06-15,95.349000000,1,,
2025-07-03,DX,DX  FMN0025!,2025-07-03,96.822000000,1,,
2025-07-03,DX,DX  FMQ0025!,2025-08-08,96.822000000,1,,
2025-07-03,DX,DX  FMU0025!,2025-09-15,96.822000000,1,36127,
2025-07-03,DX,DX  FMZ0025!,2025-12-15,96.437000000,1,525,
2025-07-03,DX,DX  FMH0026!,2026-03-16,96.062000000,1,,
2025-07-03,DX,DX  FMM0026!,2026-06-15,95.712000000,1,,
2025-07-04,DX,DX  FMQ0025!,2025-08-08,96.822000000,1,,
2025-07-04,DX,DX  FMU0025!,2025-09-15,96.822000000,1,34769,
2025-07-04,DX,DX  FMZ0025!,2025-12-15,96.437000000,1,544,
2025-07-04,DX,DX  FMH0026!,2026-03-16,96.062000000,1,,
2025-07-04,DX,DX  FMM0026!,2026-06-15,95.712000000,1,,
2025-07-07,DX,DX  FMQ0025!,2025-08-08,97.141000000,1,,
2025-07-07,DX,DX  FMU0025!,2025-09-15,97.141000000,1,34996,
2025-07-07,DX,DX  FMZ0025!,2025-12-15,96.741000000,1,574,
2025-07-07,DX,DX  FMH0026!,2026-03-16,96.366000000,1,4,
2025-07-07,DX,DX  FMM0026!,2026-06-15,96.016000000,1,,
2025-07-08,DX,DX  FMQ0025!,2025-08-08,97.172000000,1,,
2025-07-08,DX,DX  FMU0025!,2025-09-15,97.172000000,1,34524,
2025-07-08,DX,DX  FMZ0025!,2025-12-15,96.772000000,1,548,
2025-07-08,DX,DX  FMH0026!,2026-03-16,96.397000000,1,4,
2025-07-08,DX,DX  FMM0026!,2026-06-15,96.047000000,1,,
2025-07-09,DX,DX  FMQ0025!,2025-08-08,97.199000000,1,,
2025-07-09,DX,DX  FMU0025!,2025-09-15,97.199000000,1,35740,
2025-07-09,DX,DX  FMZ0025!,2025-12-15,96.809000000,1,587,
2025-07-09,DX,DX  FMH0026!,2026-03-16,96.434000000,1,4,
2025-07-09,DX,DX  FMM0026!,2026-06-15,96.084000000,1,,
2025-07-10,DX,DX  FMQ0025!,2025-08-08,97.322000000,1,,
2025-07-10,DX,DX  FMU0025!,2025-09-15,97.322000000,1,35562,
2025-07-10,DX,DX  FMZ0025!,2025-12-15,96.932000000,1,592,
2025-07-10,DX,DX  FMH0026!,2026-03-16,96.557000000,1,4,
2025-07-10,DX,DX  FMM0026!,2026-06-15,96.207000000,1,,
2025-07-11,DX,DX  FMQ0025!,2025-08-08,97.529000000,1,,
2025-07-11,DX,DX  FMU0025!,2025-09-15,97.529000000,1,35680,
2025-07-11,DX,DX  FMZ0025!,2025-12-15,97.139000000,1,626,
2025-07-11,DX,DX  FMH0026!,2026-03-16,96.764000000,1,4,
2025-07-11,DX,DX  FMM0026!,2026-06-15,96.414000000,1,,
2025-07-14,DX,DX  FMQ0025!,2025-08-08,97.763000000,1,,
2025-07-14,DX,DX  FMU0025!,2025-09-15,97.763000000,1,35233,
2025-07-14,DX,DX  FMZ0025!,2025-12-15,97.373000000,1,627,
2025-07-14,DX,DX  FMH0026!,2026-03-16,96.998000000,1,4,
2025-07-14,DX,DX  FMM0026!,2026-06-15,96.648000000,1,,
2025-07-15,DX,DX  FMQ0025!,2025-08-08,98.310000000,1,,
2025-07-15,DX,DX  FMU0025!,2025-09-15,98.310000000,1,34570,
2025-07-15,DX,DX  FMZ0025!,2025-12-15,97.895000000,1,603,
2025-07-15,DX,DX  FMH0026!,2026-03-16,97.520000000,1,4,
2025-07-15,DX,DX  FMM0026!,2026-06-15,97.170000000,1,,
2025-07-16,DX,DX  FMQ0025!,2025-08-08,98.075000000,1,,
2025-07-16,DX,DX  FMU0025!,2025-09-15,98.075000000,1,35555,
2025-07-16,DX,DX  FMZ0025!,2025-12-15,97.675000000,1,580,
2025-07-16,DX,DX  FMH0026!,2026-03-16,97.300000000,1,4,
2025-07-16,DX,DX  FMM0026!,2026-06-15,96.950000000,1,,
2025-07-17,DX,DX  FMQ0025!,2025-08-08,98.446000000,1,,
2025-07-17,DX,DX  FMU0025!,2025-09-15,98.446000000,1,34353,
2025-07-17,DX,DX  FMZ0025!,2025-12-15,98.036000000,1,595,
2025-07-17,DX,DX  FMH0026!,2026-03-16,97.661000000,1,4,
2025-07-17,DX,DX  FMM0026!,2026-06-15,97.311000000,1,,
2025-07-18,DX,DX  FMQ0025!,2025-08-08,98.198000000,1,,
2025-07-18,DX,DX  FMU0025!,2025-09-15,98.198000000,1,34674,
2025-07-18,DX,DX  FMZ0025!,2025-12-15,97.798000000,1,615,
2025-07-18,DX,DX  FMH0026!,2026-03-16,97.423000000,1,4,
2025-07-18,DX,DX  FMM0026!,2026-06-15,97.073000000,1,,
2025-07-21,DX,DX  FMQ0025!,2025-08-08,97.570000000,1,,
2025-07-21,DX,DX  FMU0025!,2025-09-15,97.570000000,1,34522,
2025-07-21,DX,DX  FMZ0025!,2025-12-15,97.175000000,1,628,
2025-07-21,DX,DX  FMH0026!,2026-03-16,96.800000000,1,4,
2025-07-21,DX,DX  FMM0026!,2026-06-15,96.450000000,1,,
2025-07-22,DX,DX  FMQ0025!,2025-08-08,97.117000000,1,,
2025-07-22,DX,DX  FMU0025!,2025-09-15,97.117000000,1,35084,
2025-07-22,DX,DX  FMZ0025!,2025-12-15,96.727000000,1,637,
2025-07-22,DX,DX  FMH0026!,2026-03-16,96.352000000,1,4,
2025-07-22,DX,DX  FMM0026!,2026-06-15,96.002000000,1,,
2025-07-23,DX,DX  FMQ0025!,2025-08-08,96.943000000,1,,
2025-07-23,DX,DX  FMU0025!,2025-09-15,96.943000000,1,35812,
2025-07-23,DX,DX  FMZ0025!,2025-12-15,96.553000000,1,644,
2025-07-23,DX,DX  FMH0026!,2026-03-16,96.178000000,1,4,
2025-07-23,DX,DX  FMM0026!,2026-06-15,95.828000000,1,,
2025-07-24,DX,DX  FMQ0025!,2025-08-08,97.124000000,1,,
2025-07-24,DX,DX  FMU0025!,2025-09-15,97.124000000,1,35494,
2025-07-24,DX,DX  FMZ0025!,2025-12-15,96.734000000,1,679,
2025-07-24,DX,DX  FMH0026!,2026-03-16,96.359000000,1,4,
2025-07-24,DX,DX  FMM0026!,2026-06-15,96.009000000,1,,
2025-07-25,DX,DX  FMQ0025!,2025-08-08,97.399000000,1,,
2025-07-25,DX,DX  FMU0025!,2025-09-15,97.399000000,1,33937,
2025-07-25,DX,DX  FMZ0025!,2025-12-15,97.009000000,1,683,
2025-07-25,DX,DX  FMH0026!,2026-03-16,96.634000000,1,4,
2025-07-25,DX,DX  FMM0026!,2026-06-15,96.284000000,1,,
2025-07-28,DX,DX  FMQ0025!,2025-08-08,98.395000000,1,,
2025-07-28,DX,DX  FMU0025!,2025-09-15,98.395000000,1,33515,
2025-07-28,DX,DX  FMZ0025!,2025-12-15,97.990000000,1,700,
2025-07-28,DX,DX  FMH0026!,2026-03-16,97.615000000,1,5,
2025-07-28,DX,DX  FMM0026!,2026-06-15,97.265000000,1,,
2025-07-29,DX,DX  FMQ0025!,2025-08-08,98.647000000,1,,
2025-07-29,DX,DX  FMU0025!,2025-09-15,98.647000000,1,32174,
2025-07-29,DX,DX  FMZ0025!,2025-12-15,98.247000000,1,740,
2025-07-29,DX,DX  FMH0026!,2026-03-16,97.872000000,1,5,
2025-07-29,DX,DX  FMM0026!,2026-06-15,97.522000000,1,,
2025-07-30,DX,DX  FMQ0025!,2025-08-08,99.586000000,1,,
2025-07-30,DX,DX  FMU0025!,2025-09-15,99.586000000,1,32042,
2025-07-30,DX,DX  FMZ0025!,2025-12-15,99.161000000,1,727,
2025-07-30,DX,DX  FMH0026!,2026-03-16,98.786000000,1,5,
2025-07-30,DX,DX  FMM0026!,2026-06-15,98.436000000,1,,
2025-07-31,DX,DX  FMQ0025!,2025-08-08,99.743000000,1,,
2025-07-31,DX,DX  FMU0025!,2025-09-15,99.743000000,1,31133,
2025-07-31,DX,DX  FMZ0025!,2025-12-15,99.318000000,1,728,
2025-07-31,DX,DX  FMH0026!,2026-03-16,98.943000000,1,5,
2025-07-31,DX,DX  FMM0026!,2026-06-15,98.593000000,1,,
2025-08-01,DX,DX  FMQ0025!,2025-08-08,98.930000000,1,,
2025-08-01,DX,DX  FMU0025!,2025-09-15,98.930000000,1,30886,
2025-08-01,DX,DX  FMV0025!,2025-10-03,98.525000000,1,,
2025-08-01,DX,DX  FMZ0025!,2025-12-15,98.525000000,1,712,
2025-08-01,DX,DX  FMH0026!,2026-03-16,98.150000000,1,5,
2025-08-01,DX,DX  FMM0026!,2026-06-15,97.800000000,1,,
2025-08-04,DX,DX  FMQ0025!,2025-08-08,98.586000000,1,,
2025-08-04,DX,DX  FMU0025!,2025-09-15,98.586000000,1,30440,
2025-08-04,DX,DX  FMV0025!,2025-10-03,98.191000000,1,,
2025-08-04,DX,DX  FMZ0025!,2025-12-15,98.191000000,1,709,
2025-08-04,DX,DX  FMH0026!,2026-03-16,97.816000000,1,5,
2025-08-04,DX,DX  FMM0026!,2026-06-15,97.466000000,1,,
2025-08-05,DX,DX  FMQ0025!,2025-08-08,98.581000000,1,,
2025-08-05,DX,DX  FMU0025!,2025-09-15,98.581000000,1,29305,
2025-08-05,DX,DX  FMV0025!,2025-10-03,98.206000000,1,,
2025-08-05,DX,DX  FMZ0025!,2025-12-15,98.206000000,1,754,
2025-08-05,DX,DX  FMH0026!,2026-03-16,97.831000000,1,5,
2025-08-05,DX,DX  FMM0026!,2026-06-15,97.481000000,1,,
2025-08-06,DX,DX  FMQ0025!,2025-08-08,97.983000000,1,,
2025-08-06,DX,DX  FMU0025!,2025-09-15,97.983000000,1,29248,
2025-08-06,DX,DX  FMV0025!,2025-10-03,97.628000000,1,,
2025-08-06,DX,DX  FMZ0025!,2025-12-15,97.628000000,1,795,
2025-08-06,DX,DX  FMH0026!,2026-03-16,97.253000000,1,5,
2025-08-06,DX,DX  FMM0026!,2026-06-15,96.903000000,1,,
2025-08-07,DX,DX  FMQ0025!,2025-08-08,98.229000000,1,,
2025-08-07,DX,DX  FMU0025!,2025-09-15,98.229000000,1,29709,
2025-08-07,DX,DX  FMV0025!,2025-10-03,97.869000000,1,,
2025-08-07,DX,DX  FMZ0025!,2025-12-15,97.869000000,1,833,
2025-08-07,DX,DX  FMH0026!,2026-03-16,97.494000000,1,5,
2025-08-07,DX,DX  FMM0026!,2026-06-15,97.144000000,1,,
2025-08-08,DX,DX  FMQ0025!,2025-08-08,98.009000000,1,,
2025-08-08,DX,DX  FMU0025!,2025-09-15,98.009000000,1,29271,
2025-08-08,DX,DX  FMV0025!,2025-10-03,97.649000000,1,,
2025-08-08,DX,DX  FMZ0025!,2025-12-15,97.649000000,1,832,
2025-08-08,DX,DX  FMH0026!,2026-03-16,97.274000000,1,5,
2025-08-08,DX,DX  FMM0026!,2026-06-15,96.924000000,1,,
2025-08-11,DX,DX  FMU0025!,2025-09-15,98.361000000,1,28949,
2025-08-11,DX,DX  FMV0025!,2025-10-03,97.981000000,1,,
2025-08-11,DX,DX  FMZ0025!,2025-12-15,97.981000000,1,848,
2025-08-11,DX,DX  FMH0026!,2026-03-16,97.606000000,1,5,
2025-08-11,DX,DX  FMM0026!,2026-06-15,97.256000000,1,,
2025-08-12,DX,DX  FMU0025!,2025-09-15,97.927000000,1,29493,
2025-08-12,DX,DX  FMV0025!,2025-10-03,97.562000000,1,,
2025-08-12,DX,DX  FMZ0025!,2025-12-15,97.562000000,1,912,
2025-08-12,DX,DX  FMH0026!,2026-03-16,97.187000000,1,5,
2025-08-12,DX,DX  FMM0026!,2026-06-15,96.837000000,1,,
2025-08-13,DX,DX  FMU0025!,2025-09-15,97.662000000,1,29422,
2025-08-13,DX,DX  FMV0025!,2025-10-03,97.282000000,1,,
2025-08-13,DX,DX  FMZ0025!,2025-12-15,97.282000000,1,970,
2025-08-13,DX,DX  FMH0026!,2026-03-16,96.907000000,1,5,
2025-08-13,DX,DX  FMM0026!,2026-06-15,96.557000000,1,,
2025-08-14,DX,DX  FMU0025!,2025-09-15,98.103000000,1,29271,
2025-08-14,DX,DX  FMV0025!,2025-10-03,97.728000000,1,,
2025-08-14,DX,DX  FMZ0025!,2025-12-15,97.728000000,1,1058,
2025-08-14,DX,DX  FMH0026!,2026-03-16,97.353000000,1,5,
2025-08-14,DX,DX  FMM0026!,2026-06-15,97.003000000,1,,
2025-08-15,DX,DX  FMU0025!,2025-09-15,97.712000000,1,29074,
2025-08-15,DX,DX  FMV0025!,2025-10-03,97.332000000,1,,
2025-08-15,DX,DX  FMZ0025!,2025-12-15,97.332000000,1,1258,
2025-08-15,DX,DX  FMH0026!,2026-03-16,96.957000000,1,5,
2025-08-15,DX,DX  FMM0026!,2026-06-15,96.607000000,1,,
2025-08-18,DX,DX  FMU0025!,2025-09-15,98.017000000,1,27533,
2025-08-18,DX,DX  FMV0025!,2025-10-03,97.642000000,1,,
2025-08-18,DX,DX  FMZ0025!,2025-12-15,97.642000000,1,1301,
2025-08-18,DX,DX  FMH0026!,2026-03-16,97.267000000,1,5,
2025-08-18,DX,DX  FMM0026!,2026-06-15,96.917000000,1,,
2025-08-19,DX,DX  FMU0025!,2025-09-15,98.119000000,1,27521,
2025-08-19,DX,DX  FMV0025!,2025-10-03,97.724000000,1,,
2025-08-19,DX,DX  FMZ0025!,2025-12-15,97.724000000,1,1365,
2025-08-19,DX,DX  FMH0026!,2026-03-16,97.349000000,1,5,
2025-08-19,DX,DX  FMM0026!,2026-06-15,96.999000000,1,,
2025-08-20,DX,DX  FMU0025!,2025-09-15,98.080000000,1,27303,
2025-08-20,DX,DX  FMV0025!,2025-10-03,97.690000000,1,,
2025-08-20,DX,DX  FMZ0025!,2025-12-15,97.690000000,1,1443,
2025-08-20,DX,DX  FMH0026!,2026-03-16,97.315000000,1,5,
2025-08-20,DX,DX  FMM0026!,2026-06-15,96.965000000,1,,
2025-08-21,DX,DX  FMU0025!,2025-09-15,98.511000000,1,26961,
2025-08-21,DX,DX  FMV0025!,2025-10-03,98.106000000,1,,
2025-08-21,DX,DX  FMZ0025!,2025-12-15,98.106000000,1,1437,
2025-08-21,DX,DX  FMH0026!,2026-03-16,97.731000000,1,5,
2025-08-21,DX,DX  FMM0026!,2026-06-15,97.381000000,1,,
2025-08-22,DX,DX  FMU0025!,2025-09-15,97.599000000,1,28965,
2025-08-22,DX,DX  FMV0025!,2025-10-03,97.219000000,1,,
2025-08-22,DX,DX  FMZ0025!,2025-12-15,97.219000000,1,1656,
2025-08-22,DX,DX  FMH0026!,2026-03-16,96.844000000,1,5,
2025-08-22,DX,DX  FMM0026!,2026-06-15,96.494000000,1,1,
2025-08-25,DX,DX  FMU0025!,2025-09-15,98.318000000,1,27811,
2025-08-25,DX,DX  FMV0025!,2025-10-03,97.923000000,1,,
2025-08-25,DX,DX  FMZ0025!,2025-12-15,97.923000000,1,1600,
2025-08-25,DX,DX  FMH0026!,2026-03-16,97.548000000,1,5,
2025-08-25,DX,DX  FMM0026!,2026-06-15,97.198000000,1,1,
2025-08-26,DX,DX  FMU0025!,2025-09-15,98.122000000,1,29786,
2025-08-26,DX,DX  FMV0025!,2025-10-03,97.722000000,1,,
2025-08-26,DX,DX  FMZ0025!,2025-12-15,97.722000000,1,1696,
2025-08-26,DX,DX  FMH0026!,2026-03-16,97.347000000,1,5,
2025-08-26,DX,DX  FMM0026!,2026-06-15,96.997000000,1,1,
2025-08-27,DX,DX  FMU0025!,2025-09-15,98.127000000,1,28545,
2025-08-27,DX,DX  FMV0025!,2025-10-03,97.732000000,1,,
2025-08-27,DX,DX  FMZ0025!,2025-12-15,97.732000000,1,1821,
2025-08-27,DX,DX  FMH0026!,2026-03-16,97.357000000,1,5,
2025-08-27,DX,DX  FMM0026!,2026-06-15,97.007000000,1,1,
2025-08-28,DX,DX  FMU0025!,2025-09-15,97.738000000,1,29203,
2025-08-28,DX,DX  FMV0025!,2025-10-03,97.343000000,1,,
2025-08-28,DX,DX  FMZ0025!,2025-12-15,97.343000000,1,1846,
2025-08-28,DX,DX  FMH0026!,2026-03-16,96.968000000,1,5,
2025-08-28,DX,DX  FMM0026!,2026-06-15,96.618000000,1,1,
2025-08-29,DX,DX  FMU0025!,2025-09-15,97.690000000,1,29673,
2025-08-29,DX,DX  FMV0025!,2025-10-03,97.295000000,1,,
2025-08-29,DX,DX  FMZ0025!,2025-12-15,97.295000000,1,1956,
2025-08-29,DX,DX  FMH0026!,2026-03-16,96.920000000,1,5,
2025-08-29,DX,DX  FMM0026!,2026-06-15,96.570000000,1,1,
2025-09-01,DX,DX  FMU0025!,2025-09-15,97.690000000,1,29679,
2025-09-01,DX,DX  FMV0025!,2025-10-03,97.295000000,1,,
2025-09-01,DX,DX  FMX0025!,2025-11-07,97.295000000,1,,
2025-09-01,DX,DX  FMZ0025!,2025-12-15,97.295000000,1,1985,
